property_type,floor,residence_status,registration_status,area_sqft,bedrooms,bathrooms,swimming_pool,parking_space,furnished,furniture_available,locality_score,access_main_road,shopping_complex,local_market,previous_price,price,future_trend
Apartment,21,Non-Residence,Documented,417670,5,7,1,4,1,0,8,0,0,1,21812482,21942385,Up
House,3,Non-Residence,Documented,57608,3,2,1,3,0,0,8,0,1,0,3428111,3496539,Up
Villa,0,Residence,Registrable,481221,6,6,0,0,1,0,7,0,0,0,24691239,24757881,Up
Building,7,Non-Residence,Documented,111695,4,4,0,2,1,1,5,0,1,1,6109407,6245898,Up
Villa,0,Non-Residence,Registrable,37168,9,6,1,9,0,1,4,0,0,0,2734732,2825503,Up
Building,14,Residence,Registrable,285705,13,4,1,9,1,1,10,1,1,0,15610404,15670501,Up
Building,15,Residence,Documented,341896,3,4,1,7,0,1,10,1,1,1,17875603,18004346,Up
Farm House,0,Non-Residence,Documented,564537,4,4,0,6,0,1,10,0,1,0,28744210,28882306,Up
Farm House,0,Residence,Registrable,131060,7,9,0,1,1,0,10,0,0,1,7332802,7406228,Up
House,1,Residence,Documented,367324,7,7,1,0,0,1,6,1,1,0,19120077,19236410,Up
Empty Land,0,Non-Residence,Documented,148479,12,3,0,2,0,1,1,1,0,1,8060533,8153996,Up
Flat,20,Residence,Documented,150349,12,3,1,4,0,1,5,1,1,1,8602556,8723805,Up
Villa,0,Residence,Registrable,749089,4,6,1,9,1,0,4,1,1,1,38215946,38306025,Up
Building,11,Non-Residence,Registrable,52245,6,6,1,0,0,0,4,1,1,1,3401788,3472192,Up
Villa,0,Residence,Registrable,371108,12,4,1,2,0,1,7,1,1,1,19395033,19516480,Up
Empty Land,0,Residence,Registrable,92365,13,9,1,2,0,0,9,1,1,1,5782978,5836932,Up
Empty Land,0,Non-Residence,Documented,213390,3,4,1,4,1,1,8,1,1,0,11317114,11436962,Up
Flat,7,Non-Residence,Documented,24124,6,9,1,2,0,0,8,0,0,0,1965719,2112130,Up
Apartment,12,Residence,Registrable,23821,12,4,0,8,1,0,5,1,0,1,2246542,2351873,Up
Flat,19,Non-Residence,Registrable,404204,2,2,1,0,0,1,6,0,1,0,20753778,20859709,Up
Building,18,Residence,Registrable,174793,8,2,0,3,1,0,2,1,1,1,9524632,9593072,Up
Farm House,0,Residence,Registrable,187217,2,5,1,9,1,1,3,1,1,1,10051323,10159730,Up
Apartment,13,Residence,Registrable,381475,11,4,1,9,1,1,5,1,1,0,20224940,20356304,Up
Flat,11,Residence,Documented,184368,7,7,0,3,0,1,2,1,1,1,9984257,10065155,Up
Farm House,0,Non-Residence,Registrable,660292,9,5,0,0,0,0,3,1,0,0,33585360,33682080,Up
Apartment,1,Non-Residence,Registrable,95757,1,6,1,1,0,0,4,0,1,1,5184715,5280143,Up
Farm House,0,Residence,Documented,589079,8,4,0,0,1,1,6,1,1,1,30152065,30217492,Up
Building,6,Non-Residence,Documented,210676,7,2,1,5,0,1,5,0,0,0,11204151,11349328,Up
House,1,Residence,Documented,190971,6,9,1,2,0,0,10,0,0,1,10375737,10447906,Up
Farm House,0,Residence,Registrable,473430,6,7,0,6,1,1,4,1,0,1,24343660,24493411,Up
Building,2,Non-Residence,Documented,743591,6,4,0,4,0,0,2,0,1,1,37663830,37759249,Up
Flat,13,Non-Residence,Registrable,519362,9,3,0,8,0,0,5,1,1,0,26780469,26881534,Up
Villa,0,Residence,Registrable,476274,2,3,0,6,1,0,5,1,1,0,24235882,24353369,Up
Flat,13,Non-Residence,Documented,636105,1,9,1,3,1,1,7,1,1,0,32540362,32677852,Up
Empty Land,0,Residence,Registrable,140289,13,5,0,4,0,1,1,0,1,0,7780873,7910236,Up
Flat,19,Non-Residence,Registrable,390093,12,3,0,4,1,0,4,1,0,0,20400101,20524602,Up
House,1,Non-Residence,Documented,74186,6,5,0,4,0,1,5,0,1,1,4262352,4410984,Up
Building,19,Residence,Documented,68161,10,2,0,9,0,1,8,1,1,0,4429554,4488539,Up
Farm House,0,Non-Residence,Documented,569035,11,4,0,8,0,0,8,1,1,0,29312014,29394655,Up
Empty Land,0,Non-Residence,Documented,245621,8,2,1,9,0,0,1,0,0,1,13001755,13074652,Up
Building,1,Residence,Documented,672608,3,2,1,2,0,1,5,0,1,1,34091672,34187324,Up
Building,8,Residence,Documented,367757,12,8,0,5,1,0,10,0,1,0,19505258,19561231,Up
Farm House,0,Residence,Documented,267265,10,1,0,7,1,1,1,0,1,1,14049349,14182679,Up
Apartment,23,Residence,Documented,146606,1,7,1,8,0,0,1,0,1,1,8065180,8188430,Up
Flat,26,Residence,Documented,259430,9,5,0,6,1,0,2,0,0,1,13920242,14036915,Up
Villa,0,Residence,Documented,660982,13,8,1,2,1,1,2,1,0,0,34063919,34168228,Up
Apartment,14,Non-Residence,Registrable,449374,13,1,1,0,0,1,9,0,0,1,23466661,23573379,Up
Empty Land,0,Residence,Registrable,563426,1,7,0,3,1,1,4,1,1,1,28685853,28804662,Up
Farm House,0,Residence,Registrable,118533,3,5,1,5,1,1,3,1,0,0,6509411,6582038,Up
House,1,Residence,Documented,630765,8,4,0,2,0,1,1,1,0,1,32123281,32225902,Up
House,3,Non-Residence,Registrable,613657,14,7,0,0,0,0,2,1,1,1,31469927,31617656,Up
Villa,0,Residence,Registrable,629974,3,2,1,5,0,0,6,1,1,0,31997949,32103033,Up
Villa,0,Residence,Registrable,167426,13,1,1,0,0,1,9,0,0,0,9176001,9241152,Up
Flat,18,Non-Residence,Registrable,571059,4,1,0,8,0,0,5,1,0,0,29100886,29226577,Up
House,2,Non-Residence,Registrable,432234,8,1,1,0,0,1,4,1,0,1,22228776,22305517,Up
Empty Land,0,Residence,Documented,373720,1,5,0,5,0,0,5,1,0,0,19001564,19140048,Up
Farm House,0,Non-Residence,Documented,666127,13,7,1,0,1,0,9,0,1,0,34385770,34473900,Up
Villa,0,Non-Residence,Documented,222397,13,2,1,6,0,1,7,0,1,1,12086274,12206446,Up
Villa,0,Residence,Registrable,1562,6,8,0,2,1,1,8,0,0,1,810301,921217,Up
Villa,0,Residence,Registrable,248236,1,4,0,5,1,1,4,0,0,1,12775790,12885009,Up
Farm House,0,Residence,Documented,575236,14,3,0,6,0,0,8,1,0,1,29633097,29780282,Up
Empty Land,0,Non-Residence,Documented,95962,1,8,1,0,1,1,6,0,1,1,5374061,5461297,Up
House,2,Residence,Documented,399945,14,2,0,0,1,1,5,1,1,0,20822062,20939944,Up
Apartment,27,Non-Residence,Registrable,450509,8,3,0,4,1,1,7,0,1,0,23484542,23548526,Up
Empty Land,0,Residence,Documented,572703,11,3,1,5,0,1,6,0,0,0,29554020,29605062,Up
Farm House,0,Non-Residence,Documented,267276,4,1,1,8,1,1,3,0,1,1,14035924,14098987,Up
Empty Land,0,Residence,Documented,629380,12,6,0,0,1,1,5,0,0,0,32288564,32392482,Up
Flat,9,Non-Residence,Documented,659456,1,2,0,3,0,0,9,1,0,1,33451794,33522284,Up
Apartment,15,Residence,Documented,372423,10,1,0,9,1,0,7,0,1,1,19538262,19629229,Up
Farm House,0,Residence,Registrable,399884,7,2,0,7,1,0,4,1,0,0,20551706,20658178,Up
Apartment,3,Residence,Registrable,632887,5,6,1,9,1,0,7,1,1,0,32487250,32610088,Up
Apartment,27,Non-Residence,Documented,532349,5,4,1,8,1,1,5,1,1,1,27648279,27720155,Up
Villa,0,Non-Residence,Registrable,467510,1,6,0,2,1,1,2,1,0,1,23715577,23847407,Up
House,3,Residence,Documented,606940,14,9,0,1,0,0,6,1,0,0,31320182,31430832,Up
Apartment,18,Non-Residence,Documented,649824,10,8,0,3,1,0,7,1,1,0,33631265,33683567,Up
Flat,14,Residence,Registrable,386693,11,1,1,1,0,0,8,1,1,1,20255245,20324262,Up
Flat,15,Non-Residence,Registrable,27234,6,8,0,0,1,1,6,0,1,1,2217890,2310201,Up
Farm House,0,Residence,Registrable,26569,14,9,0,2,0,1,8,1,1,1,2393337,2443698,Up
Building,8,Non-Residence,Registrable,735765,9,6,1,6,0,1,7,0,1,1,37796977,37885238,Up
Villa,0,Non-Residence,Documented,537698,9,5,1,0,0,0,2,0,1,0,27606898,27674069,Up
House,2,Non-Residence,Registrable,336123,8,6,0,1,1,0,6,1,1,0,17559963,17651189,Up
House,1,Non-Residence,Documented,471451,5,6,0,0,1,0,9,1,0,1,24150684,24230011,Up
House,1,Non-Residence,Documented,81764,1,9,1,7,1,0,6,0,1,1,4769570,4890198,Up
Farm House,0,Residence,Documented,23775,9,4,0,4,1,0,4,0,0,0,1789098,1921571,Up
Villa,0,Non-Residence,Documented,597062,1,2,0,7,1,1,7,1,0,1,30258747,30372970,Up
Apartment,8,Non-Residence,Documented,475165,8,9,1,2,0,1,3,1,1,1,24612307,24741660,Up
Apartment,17,Non-Residence,Registrable,363420,5,2,1,6,0,1,5,0,1,1,18963406,19088721,Up
Farm House,0,Non-Residence,Documented,191576,3,9,1,7,0,1,1,0,1,1,10227881,10347933,Up
House,1,Residence,Registrable,194553,11,2,0,5,1,1,10,1,1,1,10628731,10742355,Up
Apartment,13,Non-Residence,Documented,710413,7,8,1,6,1,0,3,0,1,1,36438359,36584009,Up
Empty Land,0,Non-Residence,Registrable,573235,7,9,1,1,0,1,8,0,0,0,29528605,29593135,Up
Empty Land,0,Residence,Registrable,600491,9,9,0,7,1,0,9,1,0,1,31022640,31081950,Up
Villa,0,Residence,Documented,113081,7,9,0,4,1,1,9,0,1,0,6508942,6593223,Up
House,2,Non-Residence,Documented,266456,13,2,1,6,0,0,10,1,1,0,14264709,14373979,Up
Farm House,0,Residence,Registrable,421740,11,4,1,0,0,0,2,1,1,0,21769541,21908886,Up
Building,14,Non-Residence,Documented,714516,14,7,0,4,1,0,4,1,1,1,36850191,36946295,Up
Building,5,Non-Residence,Documented,116921,3,2,0,0,1,0,5,0,0,1,6200802,6272537,Up
Building,9,Residence,Registrable,526393,11,1,1,7,0,0,3,1,0,1,27132125,27254410,Up
Empty Land,0,Non-Residence,Registrable,464874,13,3,1,3,1,0,1,0,0,0,24077502,24220675,Up
Farm House,0,Residence,Documented,72803,14,4,0,3,0,1,6,1,1,0,4605610,4662615,Up
Building,16,Residence,Documented,158711,13,8,1,1,0,0,10,1,1,1,9174813,9282377,Up
House,3,Non-Residence,Documented,187710,1,6,0,4,0,0,2,0,1,1,9812012,9913508,Up
House,3,Non-Residence,Documented,145490,8,2,1,0,1,1,9,0,0,0,7999005,8078903,Up
Building,7,Residence,Registrable,159018,12,9,0,8,0,0,1,0,0,0,8924863,9063937,Up
Flat,12,Non-Residence,Registrable,124540,3,2,0,4,0,1,9,1,0,0,6762047,6833755,Up
Building,2,Residence,Documented,668906,12,5,1,5,1,1,7,0,1,1,34496434,34591458,Up
Flat,18,Residence,Registrable,523638,8,4,1,1,0,0,10,1,0,0,27062249,27203252,Up
Villa,0,Residence,Registrable,418534,8,7,0,9,1,0,2,0,1,0,21795424,21859836,Up
Villa,0,Residence,Registrable,541177,13,8,1,9,1,1,6,1,0,0,28256645,28361466,Up
House,2,Non-Residence,Registrable,646965,5,5,1,0,1,0,8,1,1,1,33061298,33140676,Up
Farm House,0,Non-Residence,Registrable,304071,13,5,1,3,0,1,2,1,1,1,16111671,16255309,Up
Empty Land,0,Non-Residence,Registrable,684606,12,2,0,6,0,0,5,1,1,1,34946686,35075266,Up
Farm House,0,Non-Residence,Registrable,123383,13,8,1,5,1,1,6,0,1,0,7285529,7366838,Up
House,1,Non-Residence,Documented,743746,1,2,1,9,1,0,3,0,0,0,37628009,37761784,Up
House,3,Non-Residence,Documented,388452,13,6,0,0,1,0,2,1,0,0,20300020,20352455,Up
Farm House,0,Residence,Registrable,112721,10,8,1,0,0,1,6,1,0,0,6444903,6583603,Up
Empty Land,0,Non-Residence,Registrable,261169,7,6,1,7,1,1,3,0,1,1,13974346,14027732,Up
House,2,Residence,Registrable,525634,12,4,0,3,1,1,2,0,0,0,27058166,27179142,Up
Apartment,14,Residence,Registrable,535742,10,4,0,4,1,1,1,0,1,0,27605176,27700679,Up
Apartment,4,Residence,Registrable,341883,5,6,1,6,0,0,8,0,0,1,17810192,17932164,Up
Empty Land,0,Non-Residence,Documented,245261,8,4,1,7,1,1,1,0,0,0,13013554,13136493,Up
House,3,Residence,Registrable,138041,9,8,0,9,0,1,5,0,1,0,7780233,7919011,Up
Apartment,2,Non-Residence,Documented,64823,11,9,0,6,0,0,6,1,1,0,4214187,4307651,Up
Villa,0,Residence,Documented,616710,14,1,1,1,1,0,3,0,1,1,31655939,31774414,Up
Flat,21,Non-Residence,Registrable,189639,7,4,1,3,1,1,7,0,0,0,10390589,10523347,Up
House,2,Non-Residence,Registrable,180948,14,4,1,9,1,0,2,1,1,1,10188425,10265702,Up
Flat,7,Non-Residence,Registrable,701447,13,2,0,0,0,1,7,0,0,0,35842354,35979033,Up
Building,9,Non-Residence,Documented,236159,7,6,1,9,0,0,2,0,0,1,12676116,12780128,Up
Apartment,8,Non-Residence,Documented,390178,1,3,0,8,0,1,5,0,0,1,19996825,20049963,Up
House,1,Residence,Documented,105037,4,7,0,2,1,0,7,1,1,1,5886889,5986216,Up
Villa,0,Non-Residence,Registrable,242483,2,5,0,2,0,1,3,0,0,0,12391959,12528484,Up
Empty Land,0,Non-Residence,Registrable,567321,2,4,1,9,1,1,4,1,1,0,29013200,29131898,Up
Villa,0,Residence,Registrable,2417,2,5,1,8,1,0,1,0,1,1,723225,775977,Up
Flat,7,Non-Residence,Registrable,283262,4,8,1,9,1,0,3,1,0,1,15043378,15119143,Up
Empty Land,0,Non-Residence,Registrable,557042,14,3,0,2,0,1,9,0,0,0,28772775,28823612,Up
Villa,0,Non-Residence,Registrable,367936,1,7,1,7,0,1,10,0,0,1,19065065,19209075,Up
Villa,0,Non-Residence,Documented,510430,4,6,0,1,0,0,5,0,0,0,25882990,26010569,Up
Villa,0,Non-Residence,Documented,572150,2,1,0,2,1,0,8,1,1,0,28906107,29013104,Up
Farm House,0,Residence,Registrable,282772,5,7,0,1,0,0,2,0,1,1,14602711,14688212,Up
Empty Land,0,Non-Residence,Registrable,386425,3,7,0,0,0,0,3,0,1,1,19725582,19820352,Up
Villa,0,Residence,Documented,715243,12,1,0,1,1,0,7,1,1,0,36416712,36556320,Up
Apartment,19,Non-Residence,Documented,590333,8,9,0,7,1,0,10,1,1,0,30633562,30751751,Up
Apartment,17,Residence,Documented,82680,4,6,1,8,0,0,4,1,1,0,4961821,5099881,Up
Villa,0,Residence,Registrable,612746,1,2,0,1,1,0,9,0,1,1,30944416,31055010,Up
Flat,26,Residence,Documented,403581,1,5,1,6,0,0,7,1,1,0,20973643,21108912,Up
Villa,0,Non-Residence,Documented,302453,12,4,0,4,1,1,1,0,1,1,15894565,15982013,Up
Apartment,23,Non-Residence,Documented,379392,10,7,1,2,1,0,4,1,0,1,20004064,20138370,Up
Villa,0,Residence,Documented,5787,3,8,1,8,0,0,10,1,0,0,1075512,1163471,Up
Building,13,Non-Residence,Documented,258165,9,1,1,5,1,1,6,0,1,1,13847685,13947210,Up
Empty Land,0,Non-Residence,Registrable,9012,7,5,1,0,1,1,6,0,1,1,1109250,1237590,Up
Building,11,Residence,Registrable,657202,2,3,0,4,1,1,10,0,0,1,33456938,33588684,Up
Farm House,0,Non-Residence,Documented,456792,13,1,0,6,0,1,6,0,0,1,23704829,23788858,Up
Flat,22,Residence,Registrable,109372,9,3,0,3,1,1,5,1,0,0,6335090,6458259,Up
Building,18,Non-Residence,Registrable,93570,10,6,0,7,1,1,3,1,1,0,5747325,5805637,Up
Farm House,0,Residence,Documented,604555,2,7,1,9,0,0,2,1,0,1,30830023,30918323,Up
House,1,Non-Residence,Registrable,622617,3,8,1,4,0,1,3,0,0,1,31732690,31837684,Up
Empty Land,0,Non-Residence,Registrable,429974,11,4,1,8,1,1,9,0,0,1,22472489,22608254,Up
Villa,0,Residence,Documented,42578,13,3,0,8,1,1,3,1,0,1,3144670,3197554,Up
Building,16,Residence,Documented,368932,10,5,1,8,1,0,3,1,0,1,19608886,19679408,Up
Building,10,Non-Residence,Registrable,608312,14,9,0,0,0,1,1,0,1,0,31471630,31527253,Up
Villa,0,Residence,Registrable,228145,2,6,1,1,1,0,2,1,0,0,11952388,12013848,Up
Villa,0,Residence,Registrable,537007,3,9,1,2,0,1,3,1,1,0,27547280,27607514,Up
Flat,4,Residence,Documented,305573,6,6,1,3,0,1,2,1,0,0,15938408,16072447,Up
Building,4,Residence,Registrable,127809,9,2,1,9,1,0,8,0,0,1,7264887,7378465,Up
Building,11,Residence,Registrable,330088,9,5,1,8,1,0,6,1,0,1,17464498,17604134,Up
Apartment,21,Non-Residence,Documented,664427,7,9,0,9,0,1,7,0,0,0,34273557,34405967,Up
House,1,Residence,Registrable,464508,12,8,1,5,1,0,1,1,0,0,24264193,24361098,Up
Apartment,8,Residence,Documented,721301,3,7,0,0,1,0,6,0,1,0,36645222,36724642,Up
Farm House,0,Residence,Registrable,347199,4,1,0,8,0,1,2,1,1,1,17844332,17930145,Up
House,1,Residence,Documented,336342,6,4,0,5,1,1,6,1,1,1,17574049,17624431,Up
Apartment,16,Non-Residence,Registrable,387094,11,7,0,3,0,1,3,1,1,1,20329928,20418281,Up
Building,10,Residence,Registrable,661275,5,7,0,3,1,0,7,0,1,0,33818298,33877667,Up
House,3,Non-Residence,Documented,692019,2,6,0,2,0,1,3,1,1,0,35074615,35159600,Up
Building,9,Non-Residence,Documented,44425,13,8,0,6,0,1,9,1,1,1,3355638,3447893,Up
Empty Land,0,Residence,Documented,137523,6,6,0,2,1,0,3,0,0,1,7401158,7509419,Up
Flat,3,Residence,Documented,87888,3,3,1,1,0,0,7,0,1,1,4813561,4952758,Up
House,1,Non-Residence,Documented,532795,14,4,1,9,0,1,4,1,0,0,27747013,27858603,Up
Building,2,Non-Residence,Documented,258302,8,3,0,7,1,0,8,1,0,1,13732643,13828129,Up
House,1,Non-Residence,Documented,435548,2,1,0,3,1,1,2,1,1,1,22138374,22236257,Up
Farm House,0,Residence,Registrable,59096,1,5,0,7,1,0,8,1,0,0,3409685,3515003,Up
Flat,13,Non-Residence,Registrable,351505,9,1,1,0,0,1,9,1,0,1,18395442,18497008,Up
Empty Land,0,Residence,Registrable,540312,14,1,1,4,0,0,8,0,1,1,28011204,28061854,Up
Villa,0,Non-Residence,Registrable,522744,12,2,0,8,0,0,6,1,0,1,26967498,27058435,Up
Villa,0,Non-Residence,Registrable,412998,3,4,0,0,1,0,10,0,1,1,21128905,21200204,Up
House,2,Residence,Registrable,679790,11,6,1,3,0,0,1,0,0,0,34799810,34876672,Up
Building,4,Residence,Registrable,499597,1,8,1,5,0,1,7,1,1,1,25646995,25793684,Up
Farm House,0,Non-Residence,Documented,650289,7,3,0,9,1,0,1,0,0,0,33198869,33265181,Up
Flat,28,Residence,Registrable,148556,13,1,0,7,0,1,7,1,1,1,8601714,8662657,Up
Empty Land,0,Residence,Documented,14560,10,3,0,2,1,0,2,0,0,0,1279677,1398411,Up
Empty Land,0,Non-Residence,Registrable,738845,5,3,0,4,1,0,8,0,1,1,37497750,37565075,Up
Apartment,14,Residence,Documented,477772,5,5,1,6,1,1,2,1,0,1,24756106,24880374,Up
Empty Land,0,Residence,Registrable,519045,14,4,1,0,0,0,3,1,0,0,26754651,26875992,Up
Villa,0,Non-Residence,Registrable,190779,1,4,0,6,0,0,3,0,1,1,9905697,10008576,Up
Flat,28,Non-Residence,Registrable,730906,9,9,0,7,0,1,1,1,0,1,37639152,37773601,Up
Apartment,29,Residence,Registrable,685147,7,7,0,7,1,0,5,1,1,0,35278952,35395690,Up
Villa,0,Residence,Documented,40211,8,4,1,8,1,1,5,0,0,1,2843691,2957701,Up
House,3,Residence,Registrable,143526,9,3,0,5,1,0,10,0,0,1,7932057,8064627,Up
Empty Land,0,Non-Residence,Documented,335984,6,6,0,5,0,0,5,0,1,1,17425446,17478452,Up
Flat,2,Non-Residence,Registrable,465817,12,3,0,1,0,0,9,1,0,1,24034288,24146164,Up
Empty Land,0,Residence,Registrable,218634,5,6,1,2,0,1,6,1,1,1,11612744,11725972,Up
Villa,0,Residence,Registrable,103474,6,9,0,3,0,0,6,1,0,0,5839012,5941068,Up
Villa,0,Residence,Registrable,150146,11,6,1,3,0,0,3,0,0,0,8384905,8443410,Up
Villa,0,Non-Residence,Documented,402900,2,4,0,7,1,0,5,1,0,1,20616174,20686672,Up
Empty Land,0,Non-Residence,Documented,150668,4,5,0,0,0,0,10,0,0,1,8057832,8124337,Up
Flat,29,Residence,Documented,592516,3,6,0,9,1,0,7,0,1,0,30513604,30626122,Up
Flat,26,Residence,Registrable,689876,13,3,1,3,1,0,3,0,1,0,35712910,35769513,Up
House,3,Residence,Registrable,536034,7,8,0,3,0,0,2,0,0,0,27428147,27502891,Up
Empty Land,0,Residence,Registrable,439274,9,4,0,0,1,0,5,0,0,0,22536563,22655781,Up
House,1,Non-Residence,Registrable,512437,5,8,1,2,0,0,3,0,1,0,26268055,26331515,Up
Farm House,0,Residence,Documented,412097,6,3,1,4,0,1,5,0,0,0,21228202,21331475,Up
House,1,Residence,Documented,92763,10,7,1,5,1,0,9,1,1,1,5654559,5783654,Up
House,3,Non-Residence,Documented,536090,14,9,0,8,0,1,10,0,0,1,28035550,28114094,Up
House,3,Residence,Registrable,565945,12,4,1,8,0,1,1,1,0,1,29308017,29364881,Up
Villa,0,Residence,Documented,579705,12,8,0,8,1,1,4,1,1,1,30000175,30139489,Up
Farm House,0,Residence,Registrable,224310,2,3,1,0,1,0,10,1,0,1,11687028,11816798,Up
Apartment,12,Residence,Documented,97146,3,7,1,8,1,1,5,1,1,0,5810756,5889349,Up
House,1,Residence,Documented,345766,3,3,1,7,1,1,2,1,1,0,17836610,17931267,Up
Flat,11,Residence,Documented,490525,12,7,0,1,1,1,2,0,1,0,25501539,25553268,Up
House,3,Non-Residence,Documented,481203,12,6,0,0,1,0,1,1,1,0,24843321,24937836,Up
Villa,0,Residence,Registrable,343554,9,2,0,0,0,1,8,1,1,0,17704623,17842495,Up
Building,13,Non-Residence,Registrable,268052,7,3,0,5,0,0,2,1,1,0,14057145,14161426,Up
Apartment,4,Non-Residence,Documented,59879,8,6,0,8,0,1,3,0,0,1,3817788,3902724,Up
Farm House,0,Non-Residence,Documented,25553,11,4,0,6,1,1,2,1,1,1,2098750,2161163,Up
Building,14,Non-Residence,Registrable,403162,10,6,0,4,0,0,4,1,1,0,21058722,21156374,Up
Building,12,Residence,Documented,656782,11,1,0,1,1,0,1,1,0,1,33579808,33659572,Up
Farm House,0,Residence,Documented,99223,9,1,0,0,0,1,3,1,1,0,5416970,5530754,Up
Empty Land,0,Residence,Documented,576144,6,3,1,1,1,1,5,0,0,1,29477801,29573542,Up
Apartment,27,Residence,Registrable,273433,4,8,1,0,0,1,10,1,1,0,14635550,14758754,Up
Apartment,2,Non-Residence,Registrable,32654,12,8,0,2,1,0,1,0,1,0,2505300,2634096,Up
Flat,8,Non-Residence,Documented,214442,1,4,0,5,1,0,4,0,1,1,11185485,11312329,Up
Villa,0,Non-Residence,Documented,264980,8,6,0,7,1,1,6,1,0,0,14056042,14165815,Up
Farm House,0,Residence,Registrable,366321,7,8,0,2,1,1,4,1,0,1,18971338,19095770,Up
Building,19,Non-Residence,Registrable,281673,2,7,1,9,0,0,7,0,1,1,14995092,15064375,Up
Villa,0,Residence,Registrable,32765,8,7,1,8,0,0,7,1,1,0,2512046,2647173,Up
Villa,0,Non-Residence,Registrable,365560,12,4,0,9,1,1,6,1,0,0,19286798,19362080,Up
Empty Land,0,Residence,Registrable,243822,5,9,1,4,1,0,9,1,0,0,13062680,13177240,Up
Building,13,Non-Residence,Registrable,175444,7,6,1,6,1,1,2,0,0,1,9667038,9796493,Up
House,1,Non-Residence,Registrable,570985,4,3,0,7,0,0,10,0,1,1,29132659,29255869,Up
Villa,0,Residence,Registrable,448896,5,5,0,2,1,1,8,1,0,0,23022036,23168271,Up
Building,1,Non-Residence,Documented,155282,8,5,0,1,1,1,8,1,0,0,8407753,8554129,Up
Apartment,29,Non-Residence,Documented,685346,1,5,0,1,0,1,10,0,0,0,34956230,35059214,Up
Villa,0,Residence,Registrable,72407,1,8,1,4,1,0,4,0,0,0,4198543,4266935,Up
Empty Land,0,Non-Residence,Documented,203467,4,9,0,0,1,1,6,0,0,0,10734125,10881621,Up
Empty Land,0,Non-Residence,Registrable,303275,3,9,1,1,0,1,6,0,0,0,15846402,15901123,Up
House,1,Non-Residence,Documented,391682,13,6,0,8,1,0,5,0,0,0,20573801,20652998,Up
Empty Land,0,Non-Residence,Registrable,282747,10,6,1,6,1,1,1,0,1,1,15054626,15130799,Up
Building,11,Residence,Registrable,65272,12,9,0,5,0,1,3,0,0,1,4319271,4370337,Up
Farm House,0,Residence,Documented,126608,2,4,0,8,1,1,7,1,1,0,6837797,6980708,Up
Empty Land,0,Non-Residence,Documented,14882,12,6,1,6,0,0,8,0,1,0,1760176,1869594,Up
Farm House,0,Residence,Documented,84791,3,4,1,4,1,0,2,0,0,1,4772835,4890289,Up
House,3,Non-Residence,Documented,363839,11,1,1,8,1,0,3,1,1,0,19049132,19174125,Up
Apartment,13,Residence,Documented,659616,11,7,0,5,1,0,4,1,1,1,33958597,34084859,Up
Flat,2,Non-Residence,Registrable,283253,14,6,1,5,1,1,5,1,0,1,15313816,15378098,Up
Villa,0,Non-Residence,Registrable,148050,11,9,1,3,1,0,3,0,1,0,8435439,8510254,Up
Villa,0,Residence,Registrable,232550,1,7,1,0,0,0,5,0,0,1,12064614,12137208,Up
Building,19,Non-Residence,Documented,433382,1,7,1,4,1,0,8,1,0,1,22493665,22616649,Up
House,2,Non-Residence,Registrable,338327,6,2,1,8,1,1,8,1,0,0,17652825,17759336,Up
House,1,Non-Residence,Registrable,492813,5,9,1,7,0,1,2,1,0,0,25453825,25570503,Up
House,2,Non-Residence,Documented,387358,8,9,1,7,0,1,6,0,0,1,20320066,20455834,Up
Villa,0,Residence,Registrable,655118,2,6,1,4,1,0,4,1,0,0,33339867,33456818,Up
Empty Land,0,Residence,Documented,596103,4,3,1,8,0,1,9,0,0,1,30495261,30551635,Up
Villa,0,Residence,Documented,388849,8,1,0,2,1,1,10,0,1,1,20156516,20233490,Up
Villa,0,Residence,Registrable,14653,12,4,0,2,0,0,2,0,0,1,1407650,1556714,Up
Villa,0,Non-Residence,Registrable,601113,6,3,1,0,0,1,8,0,1,1,30603244,30722422,Up
Apartment,29,Non-Residence,Documented,241273,1,1,0,8,1,0,1,1,0,1,12665866,12799338,Up
Apartment,19,Non-Residence,Documented,55818,4,3,0,5,0,0,6,1,0,1,3426517,3508431,Up
Empty Land,0,Non-Residence,Registrable,394530,1,4,1,1,1,1,10,1,0,0,20254050,20354064,Up
Flat,5,Residence,Registrable,377677,13,8,1,7,0,0,1,0,1,0,19993085,20104464,Up
Building,9,Residence,Registrable,76577,2,9,1,8,0,0,2,1,1,0,4608138,4667485,Up
Flat,24,Residence,Registrable,134015,5,3,1,8,0,0,3,0,1,0,7481201,7621669,Up
Flat,12,Non-Residence,Registrable,207488,14,6,1,1,1,0,9,0,1,1,11528285,11637300,Up
Villa,0,Non-Residence,Documented,126385,8,5,1,1,1,0,5,0,1,1,7007515,7146644,Up
Flat,16,Non-Residence,Documented,542156,8,6,0,6,0,0,10,1,1,1,28040966,28157830,Up
Villa,0,Non-Residence,Registrable,671188,11,4,1,3,1,1,10,0,0,1,34542169,34642350,Up
Villa,0,Residence,Registrable,188514,3,6,0,0,1,0,2,0,0,1,9877829,9946589,Up
